ImgID,Data_Logger,Name_Title,Creator,Publication_place,Publisher,Date_of_Publication,Decade,Country,Description,ProvID,Form_of_copy,Research_Trip,Material,Copyright_Owner,Copyright_Status,File_name,Picture_Format,Compression_type,Scan_Resolution,Colour_Space,BIT_Depth,cnts_abundance,cnts_agriculture,cnts_army,cnts_artisan_crafts,cnts_barbarism,cnts_border,cnts_civilization,cnts_classical_themes,cnts_climate,cnts_colonial_era,cnts_conquest,cnts_desert,cnts_empire,cnts_exhibitions,cnts_expeditions,cnts_fauna_and_flora,cnts_festivals,cnts_fossils,cnts_frontier,cnts_gendered_allegories,cnts_heroes,cnts_immigration,cnts_independence_era,cnts_industry,cnts_infrastructure,cnts_material_culture,cnts_mestizaje,cnts_navy,cnts_parks,cnts_popular_culture,cnts_prehistory,cnts_race,cnts_religion,cnts_rural,cnts_science,cnts_slavery,cnts_tropics,cnts_urban,cnts_warfare,cnts_work,dsc_anthropology,dsc_economy,dsc_education,dsc_fine_arts,dsc_folklore,dsc_geography,dsc_history,dsc_landscape,dsc_literature,dsc_medicine,dsc_natural_history,dsc_orientalism_exoticism,dsc_philology,dsc_progress,dsc_social_question,kycpt_body,kycpt_heritage,kycpt_monument,kycpt_nature,kycpt_relic,kycpt_space,kycpt_the_other,mad_architecture,mad_cartography,mad_exhibitions,mad_museums,mad_painting,mad_photography,mad_sculpture,mad_writing,cnts_indians,institution,cnts_arts,cnts_republic,dsc_other,kycpt_origin,mad_collecting,cnts_commodity,cnts_health_disease,cnts_leisure
14,PA Schell,Triste fin de Señor Robinet,anon.,Santiago de Chile,Editorial Universitaria,1973,unknown,,"Reproduction of block cutting in popular style, no date.",1.0,colour slide,PAS 11-99,print,Editorial Universitaria,unknown,Ch1-18,jpg,progressive,3.0,RGB,300.0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0.0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,academic,0,0,0,0,0,0,0,0
15,PA Schell,Ayes y Lamentos del Criminal Yuta,anonymous,Santiago de Chile,Editorial Universitaria,,1890s,Chile,"Reproduction of block cutting in popular style, no date.",1.0,colour slide,PAS 11-99,print,Editorial Universitaria,unknown,Ch1-17,jpg,progressive,3.0,RGB,300.0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,academic,0,0,0,0,0,0,0,0
16,PA Schell,Fusilamiento de Emilio Dubois,anon.,Santiago de Chile,Editorial Universitaria,1973,unknown,,"Reproduction of block cutting in popular style, no date.",1.0,colour slide,PAS 11-99,print,Editorial Universitaria,unknown,Ch1-16,jpg,progressive,3.0,RGB,300.0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
17,PA Schell,Excursión Botánica a la Araucania,"Philippi, Rodolfo Amando",Santiago de Chile,Imprenta Lagos,no date,1880s,,Cover of pamphlet RA Philippi wrote about his trip to Araucania.,37.0,colour slide,PAS 11-99,paphlet,Imprenta Lagos,"UK, Birkbeck",Ch1-15,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
18,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: cover of work on Chile's display.,36.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-10,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
19,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: close-up of the cover of work on Chile's display.,36.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-9,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
20,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: Cover of work on Chile's display.,36.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-8,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
21,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: Exterior view of the Chilean pavilion.,36.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-7,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
22,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: Close up of the exterior view of the Chilean pavilion.,36.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-6,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
23,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: Copy of the awards given out at the exhibition.,36.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-5,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
24,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: copy of the medals awarded,36.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-4,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
25,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: copy of the medals awarded,36.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-3,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
26,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,"Pan-American Exhibition 1901: Elías Fernández Albano, Chilean vice-president",38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-2,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
27,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,"Pan-American Exhibition 1901: Abraham Gazitúa B., Minister of Education and Public Works.",38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch1-1,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
28,PA Schell,Primera Escuadra Chilena,"Valenzuela Puelma, Alfredo",,,,after 1910,Chile,"The painting was done in 1928, although a painting of same name appears in 1910 International Exhibition, Santiago de Chile",38.0,colour slide,PAS 11-99,"painting, oil on cloth","Museo Histórico Nacional, Sant","UK, Birkbeck",Ch11-31,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,academic,0,0,0,0,0,0,0,0
29,PA Schell,Retrato de Don Bernardo O'Higgins," Gil de Castro, José",,,,before 1850,Chile,"Full body portrait, dating from 1820. Exhibited in the Esposición del Coloniaje, 1873, Santiago de Chile.",38.0,colour slide,PAS 11-99,"painting, oil on cloth","Museo Histórico Nacional, Sant","UK, Birkbeck",Ch11-32,jpg,progressive,3.0,RGB,300.0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,academic,0,0,0,0,0,0,0,0
31,PA Schell,Combate Naval de Angamos,"Sommerscales, Thomas",Santiago de Chile,,1889,1880s,Chile,"This painting, exhibited in one of the Salones de Bellas Artes, Santiago, depicts a decisive Chilean victory in the War of the Pacific (1879-1884).",38.0,colour slide,PAS 11-99,"painting, oil on cloth","Museo Histórico Nacional, Sant","UK, Birkbeck",Ch11-5,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,academic,0,0,0,0,0,0,0,0
32,PA Schell,La Canalización del Río Mapocho,"Correa, Rafael",,,,1890s,Chile,"This painting was exhibited in the Bellas Artes Salones (1890), Santiago, and again in 1901 at the Buffalo Pan-American Exposition. By 1891, the painting belonged to the Museo de Bellas Artes, Santiago.",38.0,colour slide,PAS 11-99,"painting, oil on cloth","Museo Histórico Nacional, Sant","UK, Birkbeck",Ch11-6,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,academic,0,0,0,0,0,0,0,0
33,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,"Pan-American Exhibition 1901: Don Manuel Covarrubias, Minister of Education and Public Works.",38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch2-37,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
34,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: Presidents Errázuriz y Riesco.,38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch2-36,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
35,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,"Pan-American Exhibition 1901: Executive Committee for the Chilean Exhibition, in Santiago.",38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch2-35,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
36,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: The Colonnade.,38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch2-33,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
37,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: Electric Tower.,38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch2-31,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
38,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: Tower of Light at Night.,38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch2-30,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
39,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: Panoramamic view of the exhibition grounds.,38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch2-29,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
40,PA Schell,"Exhibición Chilena en la Esposición Pan-Americana de Buffalo, E.U. 1901","Laso J., J. Tadeo",Santiago de Chile,Imprenta y Encuadernación Barcelona,1902,1900s,Chile,Pan-American Exhibition 1901: Map of the Section of the Exhibition Containing the Chilean Pavilion.,38.0,colour slide,PAS 11-99,book,"UK, Birkbeck","UK, Birkbeck",Ch2-28,jpg,progressive,3.0,RGB,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,academic,0,0,0,0,0,0,0,0
